105,10,6,8,2,4,4,1,5,3,1,1,3,2,1,0,0,0,1,1,1,1,0,2,1
10,24,3,2,5,3,2,2,1,3,2,2,0,0,2,0,0,0,0,1,1,1,0,0,0
6,3,21,0,3,1,2,0,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0
8,2,0,17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,3,1,7,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,3,1,0,2,7,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
4,2,2,0,1,1,7,2,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,1,2,5,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
5,1,1,0,1,2,2,1,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3,3,1,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,2,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,0,0,0,1,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1,2,1,0,1,1,2,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
